,respondent,card,category,categoryId,categoryStandardized,order,variant
3101,47,Radios,entertainment,241,Entertainment,3,E30
3102,47,Scanners,dunno,247,Don't know,1,E30
3103,47,Smart Watches,phone stuff,245,Phones & Accessories,3,E30
3104,47,Smartphones,phone stuff,245,Phones & Accessories,1,E30
3105,47,Speakers,computer stuff,244,Computers & Accessories,2,E30
3106,47,Televisions,entertainment,241,Entertainment,1,E30
3107,47,Vacuum Cleaners,appliance,240,Appliances,8,E30
3108,47,VR Headsets,entertainment,241,Entertainment,4,E30
3109,47,Washing Machines,appliance,240,Appliances,4,E30
3110,48,Air Purifiers,Electronic Devices,251,Electronics,5,E30
3111,48,Chargers,Electronic Devices,251,Electronics,4,E30
3112,48,Coffee Makers,Appliences,252,Appliances,7,E30
3113,48,Cookers,Appliences,252,Appliances,2,E30
3114,48,Deep Fryers,Appliences,252,Appliances,5,E30
3115,48,Desktop Computers,Gaming,250,Gaming,2,E30
3116,48,Drones,Music,253,Music,2,E30
3117,48,E-Readers,Electronic Devices,251,Electronics,8,E30
3118,48,Electric Toothbrushes,Bathroom,254,Bathroom,1,E30
3119,48,Fridges,Appliences,252,Appliances,1,E30
3120,48,Graphic Cards,Gaming,250,Gaming,4,E30
3121,48,Irons,Cleaning,255,Cleaning,1,E30
3122,48,Juicers,Appliences,252,Appliances,3,E30
3123,48,Keyboards,Music,253,Music,1,E30
3124,48,Kitchen Scales,Appliences,252,Appliances,6,E30
3125,48,Laptops,Electronic Devices,251,Electronics,7,E30
3126,48,Microphones,Electronic Devices,251,Electronics,3,E30
3127,48,Microwave Ovens,Appliences,252,Appliances,4,E30
3128,48,Musical Instruments,Music,253,Music,3,E30
3129,48,Ovens,Appliences,252,Appliances,8,E30
3130,48,PC Games,Gaming,250,Gaming,5,E30
3131,48,Shavers,Bathroom,254,Bathroom,2,E30
3132,48,Smart Watches,Electronic Devices,251,Electronics,9,E30
3133,48,Smartphones,Gaming,250,Gaming,3,E30
3134,48,Speakers,Electronic Devices,251,Electronics,6,E30
3135,48,Stand Mixers,Misc,256,Misc/Other,1,E30
3136,48,Tablets,Electronic Devices,251,Electronics,1,E30
3137,48,Televisions,Electronic Devices,251,Electronics,2,E30
3138,48,Trimmers,Bathroom,254,Bathroom,3,E30
3139,48,VR Headsets,Gaming,250,Gaming,1,E30
3140,49,Air Purifiers,Appliances,258,Appliances,7,E30
3141,49,Cameras,Electronics,257,Electronics,2,E30
3142,49,Chargers,Electronics,257,Electronics,10,E30
3143,49,Coffee Makers,Appliances,258,Appliances,6,E30
3144,49,Computer Mice,Electronics,257,Electronics,13,E30
3145,49,Deep Fryers,Appliances,258,Appliances,5,E30
3146,49,Desktop Computers,Electronics,257,Electronics,9,E30
3147,49,Dishwashers,Appliances,258,Appliances,4,E30
3148,49,Drones,Entertainment,260,Entertainment,1,E30
3149,49,E-Readers,Entertainment,260,Entertainment,3,E30
3150,49,Electric Toothbrushes,Electronics,257,Electronics,3,E30
3151,49,Fridges,Appliances,258,Appliances,1,E30
3152,49,Hair Dryers,Electronics,257,Electronics,5,E30
3153,49,Hobs,Appliances,258,Appliances,8,E30
3154,49,Keyboards,Electronics,257,Electronics,8,E30
3155,49,Laptops,Electronics,257,Electronics,14,E30
3156,49,Microwave Ovens,Appliances,258,Appliances,3,E30
3157,49,Monitors,Electronics,257,Electronics,1,E30
3158,49,Musical Instruments,Entertainment,260,Entertainment,5,E30
3159,49,PC Games,Entertainment,260,Entertainment,2,E30
3160,49,Phone Cases,Accessories,259,Accessories,1,E30
3161,49,Printers,Electronics,257,Electronics,6,E30
3162,49,Processors,Electronics,257,Electronics,4,E30
3163,49,Radiators,Appliances,258,Appliances,2,E30
3164,49,Scanners,Electronics,257,Electronics,12,E30
3165,49,Shavers,Electronics,257,Electronics,15,E30
3166,49,Speakers,Electronics,257,Electronics,11,E30
3167,49,Televisions,Electronics,257,Electronics,16,E30
3168,49,Trimmers,Electronics,257,Electronics,7,E30
3169,49,VR Headsets,Entertainment,260,Entertainment,4,E30
3170,51,Air Conditioners,air con,262,Air Heating & Cooling,2,E30
3171,51,Cameras,tech,266,Technology,1,E30
3172,51,Coffee Makers,kitchen,261,Kitchen,6,E30
3173,51,Cookers,kitchen,261,Kitchen,10,E30
3174,51,Deep Fryers,kitchen,261,Kitchen,3,E30
3175,51,Dishwashers,kitchen,261,Kitchen,7,E30
3176,51,Electric Kettles,kitchen,261,Kitchen,8,E30
3177,51,Fans,air con,262,Air Heating & Cooling,1,E30
3178,51,Freezers,kitchen,261,Kitchen,1,E30
3179,51,Fridges,kitchen,261,Kitchen,5,E30
3180,51,Graphic Cards,computing,264,Computers & Accessories,2,E30
3181,51,Headphones,tech,266,Technology,3,E30
3182,51,Hobs,kitchen,261,Kitchen,2,E30
3183,51,Juicers,kitchen,261,Kitchen,9,E30
3184,51,Keyboards,computing,264,Computers & Accessories,7,E30
3185,51,Kitchen Scales,kitchen,261,Kitchen,4,E30
3186,51,Laptops,computing,264,Computers & Accessories,5,E30
3187,51,Monitors,computing,264,Computers & Accessories,3,E30
3188,51,Musical Instruments,sound,267,Audio,2,E30
3189,51,PC Games,computing,264,Computers & Accessories,6,E30
3190,51,Processors,computing,264,Computers & Accessories,8,E30
3191,51,Radios,sound,267,Audio,1,E30
3192,51,Shavers,grooming,265,Personal,1,E30
3193,51,Smart Watches,tech,266,Technology,2,E30
3194,51,Stand Mixers,misc,263,Misc/Other,3,E30
3195,51,Tablets,computing,264,Computers & Accessories,4,E30
3196,51,Trimmers,grooming,265,Personal,2,E30
3197,51,Vacuum Cleaners,misc,263,Misc/Other,1,E30
3198,51,VR Headsets,computing,264,Computers & Accessories,1,E30
3199,51,Washing Machines,misc,263,Misc/Other,2,E30
3200,5,Account Statements,Account,6,Accounts,1,B50
3201,5,Balance Transfer,Account,6,Accounts,2,B50
3202,5,Bereavement Support,Support/Educational,11,Education,4,B50
3203,5,Bonds,Investing,12,Investments,4,B50
3204,5,Budgeting Tools and Resources,Tools,5,Tools,5,B50
3205,5,Car Insurance Renewal,Insurance,9,Insurance,3,B50
3206,5,Cardless Cash Withdrawal,Features,10,Features,3,B50
3207,5,Cheque Payments,Features,10,Features,5,B50
3208,5,Claims,Account,6,Accounts,3,B50
3209,5,Credit Score,Tools,5,Tools,7,B50
3210,5,Current Accounts,Account Types,4,Accounts,1,B50
3211,5,Daily Savings,Account,6,Accounts,6,B50
3212,5,Data and Privacy Control,Footer,8,Footer,1,B50
3213,5,Debit Cards,Credit/Debit cards,13,Credit/debit cards,2,B50
3214,5,Debt Management Services,Account Types,4,Accounts,10,B50
3215,5,Digital Confidence,Footer,8,Footer,2,B50
3216,5,Financial Assistance,Support/Educational,11,Education,3,B50
3217,5,Financial Education Webinars,Support/Educational,11,Education,2,B50
3218,5,Fixed Deposit,Account Types,4,Accounts,7,B50
3219,5,Fixed Term Savings,Account Types,4,Accounts,5,B50
3220,5,Fixed-rate Credit Card,Credit/Debit cards,13,Credit/debit cards,1,B50
3221,5,Fraud Alerts and Monitoring,Tools,5,Tools,6,B50
3222,5,Fund Performance,Investing,12,Investments,3,B50
3223,5,Google/Apple Pay,Features,10,Features,2,B50
3224,5,Insurance Coverage Calculator,Tools,5,Tools,1,B50
3225,5,Interest Rates,Help,7,Help,1,B50
3226,5,International Payments,Features,10,Features,6,B50
3227,5,International Trading,Investing,12,Investments,2,B50
3228,5,Investment Accounts,Account Types,4,Accounts,3,B50
3229,5,ISA Accounts,Account Types,4,Accounts,2,B50
3230,5,Life Insurance Coverage,Insurance,9,Insurance,2,B50
3231,5,Mobile Banking App,Features,10,Features,1,B50
3232,5,Mortgage Calculator,Tools,5,Tools,3,B50
3233,5,Mortgage Rates,Help,7,Help,2,B50
3234,5,Online Purchases,Account,6,Accounts,5,B50
3235,5,Other Borrowing Options,Account,6,Accounts,4,B50
3236,5,Overdraft Protection,Features,10,Features,4,B50
3237,5,Personal Loan Calculator,Tools,5,Tools,2,B50
3238,5,Personal Pension,Account Types,4,Accounts,8,B50
3239,5,Personalised Financial Advice,Support/Educational,11,Education,1,B50
3240,5,Remortgage Options,Tools,5,Tools,8,B50
3241,5,Retirement Planning Calculator,Tools,5,Tools,4,B50
3242,5,Rewards Programme,Features,10,Features,7,B50
3243,5,Savings Options,Help,7,Help,3,B50
3244,5,Self-Invested Personal Pension (SIPP),Account Types,4,Accounts,9,B50
3245,5,Stock Trading and Shares,Investing,12,Investments,1,B50
3246,5,Student account,Account Types,4,Accounts,4,B50
3247,5,Student Loan Repayment,Tools,5,Tools,9,B50
3248,5,Travel Insurance,Insurance,9,Insurance,1,B50
3249,5,Trustee Banking,Account Types,4,Accounts,6,B50
3250,6,Account Statements,Types of accounts,16,Accounts,4,B50
3251,6,Balance Transfer,Types of accounts,16,Accounts,7,B50
3252,6,Bereavement Support,Banking help,14,Banking,11,B50
3253,6,Bonds,Banking Tools,15,Tools,3,B50
3254,6,Budgeting Tools and Resources,Banking help,14,Banking,9,B50
3255,6,Car Insurance Renewal,Advantages,17,Advantages,2,B50
3256,6,Cardless Cash Withdrawal,Advantages,17,Advantages,9,B50
3257,6,Cheque Payments,Types of accounts,16,Accounts,6,B50
3258,6,Claims,Banking help,14,Banking,5,B50
3259,6,Credit Score,Banking Tools,15,Tools,8,B50
3260,6,Current Accounts,Types of accounts,16,Accounts,1,B50
3261,6,Daily Savings,Customers tools,19,Tools,3,B50
3262,6,Data and Privacy Control,Security,18,Security,3,B50
3263,6,Debit Cards,Types of accounts,16,Accounts,3,B50
3264,6,Debt Management Services,Banking help,14,Banking,8,B50
3265,6,Digital Confidence,Security,18,Security,2,B50
3266,6,Financial Assistance,Banking help,14,Banking,6,B50
3267,6,Financial Education Webinars,Banking help,14,Banking,2,B50
3268,6,Fixed Deposit,Advantages,17,Advantages,1,B50
3269,6,Fixed Term Savings,Advantages,17,Advantages,4,B50
3270,6,Fixed-rate Credit Card,Advantages,17,Advantages,5,B50
3271,6,Fraud Alerts and Monitoring,Banking help,14,Banking,10,B50
3272,6,Fund Performance,Banking Tools,15,Tools,13,B50
3273,6,Google/Apple Pay,Customers tools,19,Tools,2,B50
3274,6,Insurance Coverage Calculator,Banking help,14,Banking,13,B50
3275,6,Interest Rates,Advantages,17,Advantages,3,B50
3276,6,International Payments,Advantages,17,Advantages,8,B50
3277,6,International Trading,Banking Tools,15,Tools,4,B50
3278,6,Investment Accounts,Banking Tools,15,Tools,12,B50
3279,6,ISA Accounts,Banking Tools,15,Tools,1,B50
3280,6,Life Insurance Coverage,Advantages,17,Advantages,7,B50
3281,6,Mobile Banking App,Customers tools,19,Tools,1,B50
3282,6,Mortgage Calculator,Banking help,14,Banking,4,B50
3283,6,Mortgage Rates,Banking Tools,15,Tools,2,B50
3284,6,Online Purchases,Customers tools,19,Tools,4,B50
3285,6,Other Borrowing Options,Customers tools,19,Tools,5,B50
3286,6,Overdraft Protection,Banking help,14,Banking,12,B50
3287,6,Personal Loan Calculator,Banking help,14,Banking,7,B50
3288,6,Personal Pension,Types of accounts,16,Accounts,2,B50
3289,6,Personalised Financial Advice,Banking help,14,Banking,1,B50
3290,6,Remortgage Options,Banking Tools,15,Tools,5,B50
3291,6,Retirement Planning Calculator,Banking help,14,Banking,3,B50
3292,6,Rewards Programme,Banking Tools,15,Tools,7,B50
3293,6,Savings Options,Banking Tools,15,Tools,11,B50
3294,6,Self-Invested Personal Pension (SIPP),Banking Tools,15,Tools,10,B50
3295,6,Stock Trading and Shares,Banking Tools,15,Tools,9,B50
3296,6,Student account,Types of accounts,16,Accounts,5,B50
3297,6,Student Loan Repayment,Banking Tools,15,Tools,6,B50
3298,6,Travel Insurance,Advantages,17,Advantages,6,B50
3299,6,Trustee Banking,Security,18,Security,1,B50
3300,8,Account Statements,Bank stuff,27,Banking,8,B50
3301,8,Balance Transfer,Bank stuff,27,Banking,12,B50
3302,8,Bereavement Support,Specific financial stuff,22,Finance,2,B50
3303,8,Bonds,Trading,24,Trading,3,B50
3304,8,Budgeting Tools and Resources,Security/Safety,25,Security,5,B50
3305,8,Car Insurance Renewal,'Debt',23,Debt,3,B50
3306,8,Cardless Cash Withdrawal,Bank stuff,27,Banking,9,B50
3307,8,Cheque Payments,Bank stuff,27,Banking,15,B50
3308,8,Claims,Specific financial stuff,22,Finance,3,B50
3309,8,Credit Score,Bank stuff,27,Banking,1,B50
3310,8,Current Accounts,Bank stuff,27,Banking,11,B50
3311,8,Daily Savings,Bank stuff,27,Banking,6,B50
3312,8,Data and Privacy Control,Security/Safety,25,Security,4,B50
3313,8,Debit Cards,Bank stuff,27,Banking,13,B50
3314,8,Debt Management Services,'Debt',23,Debt,4,B50
3315,8,Digital Confidence,Security/Safety,25,Security,1,B50
3316,8,Financial Assistance,'Debt',23,Debt,5,B50
3317,8,Financial Education Webinars,Security/Safety,25,Security,2,B50
3318,8,Fixed Deposit,Buying a house,20,Buying a house,8,B50
3319,8,Fixed Term Savings,Buying a house,20,Buying a house,2,B50
3320,8,Fixed-rate Credit Card,Bank stuff,27,Banking,3,B50
3321,8,Fraud Alerts and Monitoring,Security/Safety,25,Security,3,B50
3322,8,Fund Performance,Trading,24,Trading,1,B50
3323,8,Google/Apple Pay,Bank stuff,27,Banking,10,B50
3324,8,Insurance Coverage Calculator,Common ,21,Common ,2,B50
3325,8,Interest Rates,Buying a house,20,Buying a house,4,B50
3326,8,International Payments,Bank stuff,27,Banking,16,B50
3327,8,International Trading,Trading,24,Trading,5,B50
3328,8,Investment Accounts,Trading,24,Trading,2,B50
3329,8,ISA Accounts,Buying a house,20,Buying a house,6,B50
3330,8,Life Insurance Coverage,Pension,26,Pensions,4,B50
3331,8,Mobile Banking App,Bank stuff,27,Banking,7,B50
3332,8,Mortgage Calculator,Buying a house,20,Buying a house,1,B50
3333,8,Mortgage Rates,Buying a house,20,Buying a house,3,B50
3334,8,Online Purchases,Bank stuff,27,Banking,14,B50
3335,8,Other Borrowing Options,'Debt',23,Debt,1,B50
3336,8,Overdraft Protection,Common ,21,Common ,1,B50
3337,8,Personal Loan Calculator,Bank stuff,27,Banking,5,B50
3338,8,Personal Pension,Pension,26,Pensions,1,B50
3339,8,Personalised Financial Advice,Specific financial stuff,22,Finance,1,B50
3340,8,Remortgage Options,Buying a house,20,Buying a house,7,B50
3341,8,Retirement Planning Calculator,Pension,26,Pensions,3,B50
3342,8,Rewards Programme,Bank stuff,27,Banking,4,B50
3343,8,Savings Options,Buying a house,20,Buying a house,5,B50
3344,8,Self-Invested Personal Pension (SIPP),Pension,26,Pensions,2,B50
3345,8,Stock Trading and Shares,Trading,24,Trading,4,B50
3346,8,Student account,Common ,21,Common ,4,B50
3347,8,Student Loan Repayment,'Debt',23,Debt,2,B50
3348,8,Travel Insurance,Common ,21,Common ,3,B50
3349,8,Trustee Banking,Bank stuff,27,Banking,2,B50
3350,9,Account Statements,accounts ,28,Accounts,13,B50
3351,9,Balance Transfer,Moving money,29,Moving money,1,B50
3352,9,Bereavement Support,services,31,services,2,B50
3353,9,Bonds,accounts ,28,Accounts,3,B50
3354,9,Budgeting Tools and Resources,services,31,services,10,B50
3355,9,Car Insurance Renewal,Moving money,29,Moving money,13,B50
3356,9,Cardless Cash Withdrawal,Moving money,29,Moving money,9,B50
3357,9,Cheque Payments,Moving money,29,Moving money,5,B50
3358,9,Claims,Moving money,29,Moving money,7,B50
3359,9,Credit Score,rates and calculators,30,rates and calculators,5,B50
3360,9,Current Accounts,accounts ,28,Accounts,8,B50
3361,9,Daily Savings,accounts ,28,Accounts,11,B50
3362,9,Data and Privacy Control,services,31,services,13,B50
3363,9,Debit Cards,accounts ,28,Accounts,6,B50
3364,9,Debt Management Services,services,31,services,6,B50
3365,9,Digital Confidence,services,31,services,3,B50
3366,9,Financial Assistance,services,31,services,12,B50
3367,9,Financial Education Webinars,services,31,services,9,B50
3368,9,Fixed Deposit,accounts ,28,Accounts,2,B50
3369,9,Fixed Term Savings,accounts ,28,Accounts,9,B50
3370,9,Fixed-rate Credit Card,accounts ,28,Accounts,10,B50
3371,9,Fraud Alerts and Monitoring,services,31,services,5,B50
3372,9,Fund Performance,services,31,services,8,B50
3373,9,Google/Apple Pay,accounts ,28,Accounts,14,B50
3374,9,Insurance Coverage Calculator,rates and calculators,30,rates and calculators,6,B50
3375,9,Interest Rates,rates and calculators,30,rates and calculators,1,B50
3376,9,International Payments,Moving money,29,Moving money,2,B50
3377,9,International Trading,Moving money,29,Moving money,11,B50
3378,9,Investment Accounts,accounts ,28,Accounts,15,B50
3379,9,ISA Accounts,accounts ,28,Accounts,5,B50
3380,9,Life Insurance Coverage,Moving money,29,Moving money,10,B50
3381,9,Mobile Banking App,accounts ,28,Accounts,4,B50
3382,9,Mortgage Calculator,rates and calculators,30,rates and calculators,4,B50
3383,9,Mortgage Rates,rates and calculators,30,rates and calculators,7,B50
3384,9,Online Purchases,Moving money,29,Moving money,8,B50
3385,9,Other Borrowing Options,Moving money,29,Moving money,3,B50
3386,9,Overdraft Protection,services,31,services,11,B50
3387,9,Personal Loan Calculator,rates and calculators,30,rates and calculators,3,B50
3388,9,Personal Pension,accounts ,28,Accounts,17,B50
3389,9,Personalised Financial Advice,services,31,services,7,B50
3390,9,Remortgage Options,services,31,services,4,B50
3391,9,Retirement Planning Calculator,rates and calculators,30,rates and calculators,2,B50
3392,9,Rewards Programme,services,31,services,1,B50
3393,9,Savings Options,accounts ,28,Accounts,1,B50
3394,9,Self-Invested Personal Pension (SIPP),accounts ,28,Accounts,7,B50
3395,9,Stock Trading and Shares,Moving money,29,Moving money,4,B50
3396,9,Student account,accounts ,28,Accounts,12,B50
3397,9,Student Loan Repayment,Moving money,29,Moving money,6,B50
3398,9,Travel Insurance,Moving money,29,Moving money,12,B50
3399,9,Trustee Banking,accounts ,28,Accounts,16,B50
3400,10,Account Statements,online banking,32,Online banking,10,B50
3401,10,Balance Transfer,online banking,32,Online banking,17,B50
3402,10,Bereavement Support,help tools,34,Tools,11,B50
3403,10,Bonds,stocks and shares,33,Stocks,8,B50
3404,10,Budgeting Tools and Resources,help tools,34,Tools,8,B50
3405,10,Car Insurance Renewal,insurance,35,Insurance,1,B50
3406,10,Cardless Cash Withdrawal,online banking,32,Online banking,12,B50
3407,10,Cheque Payments,online banking,32,Online banking,19,B50
3408,10,Claims,help tools,34,Tools,9,B50
3409,10,Credit Score,online banking,32,Online banking,9,B50
3410,10,Current Accounts,online banking,32,Online banking,15,B50
3411,10,Daily Savings,online banking,32,Online banking,7,B50
3412,10,Data and Privacy Control,online banking,32,Online banking,16,B50
3413,10,Debit Cards,online banking,32,Online banking,8,B50
3414,10,Debt Management Services,help tools,34,Tools,7,B50
3415,10,Digital Confidence,online banking,32,Online banking,18,B50
3416,10,Financial Assistance,help tools,34,Tools,14,B50
3417,10,Financial Education Webinars,help tools,34,Tools,5,B50
3418,10,Fixed Deposit,online banking,32,Online banking,13,B50
3419,10,Fixed Term Savings,online banking,32,Online banking,4,B50
3420,10,Fixed-rate Credit Card,help tools,34,Tools,2,B50
3421,10,Fraud Alerts and Monitoring,help tools,34,Tools,4,B50
3422,10,Fund Performance,stocks and shares,33,Stocks,6,B50
3423,10,Google/Apple Pay,online banking,32,Online banking,6,B50
3424,10,Insurance Coverage Calculator,stocks and shares,33,Stocks,4,B50
3425,10,Interest Rates,stocks and shares,33,Stocks,3,B50
3426,10,International Payments,stocks and shares,33,Stocks,7,B50
3427,10,International Trading,stocks and shares,33,Stocks,9,B50
3428,10,Investment Accounts,stocks and shares,33,Stocks,1,B50
3429,10,ISA Accounts,stocks and shares,33,Stocks,5,B50
3430,10,Life Insurance Coverage,help tools,34,Tools,15,B50
3431,10,Mobile Banking App,online banking,32,Online banking,3,B50
3432,10,Mortgage Calculator,help tools,34,Tools,3,B50
3433,10,Mortgage Rates,mortgage ,37,Mortgages,1,B50
3434,10,Online Purchases,online banking,32,Online banking,14,B50
3435,10,Other Borrowing Options,help tools,34,Tools,17,B50
3436,10,Overdraft Protection,online banking,32,Online banking,2,B50
3437,10,Personal Loan Calculator,help tools,34,Tools,16,B50
3438,10,Personal Pension,help tools,34,Tools,13,B50
3439,10,Personalised Financial Advice,help tools,34,Tools,1,B50
3440,10,Remortgage Options,mortgage ,37,Mortgages,2,B50
3441,10,Retirement Planning Calculator,help tools,34,Tools,10,B50
3442,10,Rewards Programme,online banking,32,Online banking,11,B50
3443,10,Savings Options,online banking,32,Online banking,1,B50
3444,10,Self-Invested Personal Pension (SIPP),help tools,34,Tools,6,B50
3445,10,Stock Trading and Shares,stocks and shares,33,Stocks,2,B50
3446,10,Student account,online banking,32,Online banking,5,B50
3447,10,Student Loan Repayment,help tools,34,Tools,12,B50
3448,10,Travel Insurance,insurance,35,Insurance,2,B50
3449,10,Trustee Banking,banking,36,Banking,1,B50
3450,11,Account Statements,Quick access items,42,Quick access items,3,B50
3451,11,Balance Transfer,Explanation of terms,43,Explanation of terms,3,B50
3452,11,Bereavement Support,Financial Help,48,Help,3,B50
3453,11,Bonds,Investing & Bonds,45,Investing & Bonds,1,B50
3454,11,Budgeting Tools and Resources,Financial Help,48,Help,1,B50
3455,11,Car Insurance Renewal,Insurance,46,Insurance,2,B50
3456,11,Cardless Cash Withdrawal,Types of payments,41,Payments,3,B50
3457,11,Cheque Payments,Types of payments,41,Payments,1,B50
3458,11,Claims,Quick access items,42,Quick access items,5,B50
3459,11,Credit Score,Explanation of terms,43,Explanation of terms,2,B50
3460,11,Current Accounts,Products,39,Products,1,B50
3461,11,Daily Savings,Savings,40,Savings,4,B50
3462,11,Data and Privacy Control,Quick access items,42,Quick access items,4,B50
3463,11,Debit Cards,Products,39,Products,3,B50
3464,11,Debt Management Services,Financial Help,48,Help,4,B50
3465,11,Digital Confidence,Explanation of terms,43,Explanation of terms,1,B50
3466,11,Financial Assistance,Financial Help,48,Help,2,B50
3467,11,Financial Education Webinars,Financial Help,48,Help,6,B50
3468,11,Fixed Deposit,Types of payments,41,Payments,4,B50
3469,11,Fixed Term Savings,Savings,40,Savings,3,B50
3470,11,Fixed-rate Credit Card,Borrowing,44,Borrowing,1,B50
3471,11,Fraud Alerts and Monitoring,Quick access items,42,Quick access items,1,B50
3472,11,Fund Performance,Explanation of terms,43,Explanation of terms,6,B50
3473,11,Google/Apple Pay,Types of payments,41,Payments,2,B50
3474,11,Insurance Coverage Calculator,Insurance,46,Insurance,4,B50
3475,11,Interest Rates,Savings,40,Savings,2,B50
3476,11,International Payments,Types of payments,41,Payments,5,B50
3477,11,International Trading,Investing & Bonds,45,Investing & Bonds,2,B50
3478,11,Investment Accounts,Investing & Bonds,45,Investing & Bonds,3,B50
3479,11,ISA Accounts,Investing & Bonds,45,Investing & Bonds,4,B50
3480,11,Life Insurance Coverage,Insurance,46,Insurance,1,B50
3481,11,Mobile Banking App,Types of payments,41,Payments,7,B50
3482,11,Mortgage Calculator,Mortgage,38,Mortgages,1,B50
3483,11,Mortgage Rates,Mortgage,38,Mortgages,3,B50
3484,11,Online Purchases,Types of payments,41,Payments,6,B50
3485,11,Other Borrowing Options,Borrowing,44,Borrowing,2,B50
3486,11,Overdraft Protection,Explanation of terms,43,Explanation of terms,4,B50
3487,11,Personal Loan Calculator,Borrowing,44,Borrowing,3,B50
3488,11,Personal Pension,Pensions,47,Pensions,1,B50
3489,11,Personalised Financial Advice,Financial Help,48,Help,7,B50
3490,11,Remortgage Options,Mortgage,38,Mortgages,2,B50
3491,11,Retirement Planning Calculator,Pensions,47,Pensions,3,B50
3492,11,Rewards Programme,Quick access items,42,Quick access items,2,B50
3493,11,Savings Options,Savings,40,Savings,1,B50
3494,11,Self-Invested Personal Pension (SIPP),Pensions,47,Pensions,2,B50
3495,11,Stock Trading and Shares,Investing & Bonds,45,Investing & Bonds,5,B50
3496,11,Student account,Products,39,Products,2,B50
3497,11,Student Loan Repayment,Financial Help,48,Help,5,B50
3498,11,Travel Insurance,Insurance,46,Insurance,3,B50
3499,11,Trustee Banking,Explanation of terms,43,Explanation of terms,5,B50
3500,12,Account Statements,My Accounts,53,Accounts,1,B50
3501,12,Balance Transfer,"Credit, Debt and Support",51,"Credit, Debt and Support",13,B50
3502,12,Bereavement Support,"Credit, Debt and Support",51,"Credit, Debt and Support",1,B50
3503,12,Bonds,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",8,B50
3504,12,Budgeting Tools and Resources,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",10,B50
3505,12,Car Insurance Renewal,Insurance,50,Insurance,1,B50
3506,12,Cardless Cash Withdrawal,Deposit/Withdraw,55,Deposit/Withdraw,2,B50
3507,12,Cheque Payments,Deposit/Withdraw,55,Deposit/Withdraw,1,B50
3508,12,Claims,Safety + More,54,Safety,6,B50
3509,12,Credit Score,"Credit, Debt and Support",51,"Credit, Debt and Support",9,B50
3510,12,Current Accounts,My Accounts,53,Accounts,9,B50
3511,12,Daily Savings,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",5,B50
3512,12,Data and Privacy Control,Safety + More,54,Safety,3,B50
3513,12,Debit Cards,My Accounts,53,Accounts,2,B50
3514,12,Debt Management Services,"Credit, Debt and Support",51,"Credit, Debt and Support",3,B50
3515,12,Digital Confidence,Safety + More,54,Safety,2,B50
3516,12,Financial Assistance,"Credit, Debt and Support",51,"Credit, Debt and Support",2,B50
3517,12,Financial Education Webinars,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",3,B50
3518,12,Fixed Deposit,Deposit/Withdraw,55,Deposit/Withdraw,3,B50
3519,12,Fixed Term Savings,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",9,B50
3520,12,Fixed-rate Credit Card,"Credit, Debt and Support",51,"Credit, Debt and Support",12,B50
3521,12,Fraud Alerts and Monitoring,Safety + More,54,Safety,4,B50
3522,12,Fund Performance,My Accounts,53,Accounts,8,B50
3523,12,Google/Apple Pay,My Accounts,53,Accounts,4,B50
3524,12,Insurance Coverage Calculator,Insurance,50,Insurance,3,B50
3525,12,Interest Rates,"Credit, Debt and Support",51,"Credit, Debt and Support",10,B50
3526,12,International Payments,My Accounts,53,Accounts,3,B50
3527,12,International Trading,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",2,B50
3528,12,Investment Accounts,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",7,B50
3529,12,ISA Accounts,My Accounts,53,Accounts,7,B50
3530,12,Life Insurance Coverage,Insurance,50,Insurance,2,B50
3531,12,Mobile Banking App,Safety + More,54,Safety,1,B50
3532,12,Mortgage Calculator,"Credit, Debt and Support",51,"Credit, Debt and Support",6,B50
3533,12,Mortgage Rates,"Credit, Debt and Support",51,"Credit, Debt and Support",4,B50
3534,12,Online Purchases,My Accounts,53,Accounts,5,B50
3535,12,Other Borrowing Options,"Credit, Debt and Support",51,"Credit, Debt and Support",14,B50
3536,12,Overdraft Protection,"Credit, Debt and Support",51,"Credit, Debt and Support",11,B50
3537,12,Personal Loan Calculator,"Credit, Debt and Support",51,"Credit, Debt and Support",8,B50
3538,12,Personal Pension,Pensions,52,Pensions,1,B50
3539,12,Personalised Financial Advice,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",1,B50
3540,12,Remortgage Options,"Credit, Debt and Support",51,"Credit, Debt and Support",7,B50
3541,12,Retirement Planning Calculator,Pensions,52,Pensions,3,B50
3542,12,Rewards Programme,Safety + More,54,Safety,5,B50
3543,12,Savings Options,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",6,B50
3544,12,Self-Invested Personal Pension (SIPP),Pensions,52,Pensions,2,B50
3545,12,Stock Trading and Shares,"Savings, Stocks and Advice",49,"Savings, Stocks and Advice",4,B50
3546,12,Student account,My Accounts,53,Accounts,6,B50
